"ID","Pedigree","Comments","INDV","F_MISS","acc_v2.7","id_v2.7"
"NSL 42873","A12","other","NSL42873:250041474",0.319884,"NSL42873",250041474
"NSL 42874","C 14","other","NSL42874:250031912",0.38547,"NSL42874",250031912
"NSL 42875","A71","other","NSL42875:250033563",0.174184,"NSL42875",250033563
"NSL 42877","A165","other","NSL42877:250032424",0.18751,"NSL42877",250032424
"NSL 42878","A171","other","NSL42878:250032573",0.263314,"NSL42878",250032573
"NSL 43597","Tx441","other","NSL43597:250040766",0.200492,"NSL43597",250040766
"NSL 43597","Tx441","other","NSL43597:250031747",0.276361,"NSL43597",250031747
"NSL 437871","AusTRCF 305795","other","NSL437871:250035047",0.37307,"NSL437871",250035047
"NSL 437877","AusTRCF 305801","other","NSL437877:250034876",0.163124,"NSL437877",250034876
"NSL 437878","AusTRCF 305802","other","NSL437878:250031000",0.48743,"NSL437878",250031000
"NSL 437879","AusTRCF 305803","other","NSL437879:250034999",0.221968,"NSL437879",250034999
"NSL 437890","AusTRCF 305816","other","NSL437890:250031257",0.267815,"NSL437890",250031257
"NSL 437891","AusTRCF 305817","other","NSL437891:250031310",0.247414,"NSL437891",250031310
"NSL 437893","AusTRCF 305819","other","NSL437893:250035141",0.164242,"NSL437893",250035141
"NSL 437895","AusTRCF 305821","other","NSL437895:250035109",0.173936,"NSL437895",250035109
"NSL 437896","AusTRCF 305822","other","NSL437896:250031048",0.121113,"NSL437896",250031048
"NSL 437897","AusTRCF 305823","other","NSL437897:250031177",0.154334,"NSL437897",250031177
"NSL 437903","AusTRCF 305829","other","NSL437903:250031555",0.101227,"NSL437903",250031555
"NSL 437905","AusTRCF 305831","other","NSL437905:250034600",0.106032,"NSL437905",250034600
"NSL 437907","AusTRCF 305833","other","NSL437907:250035051",0.108024,"NSL437907",250035051
"NSL 437908","AusTRCF 305834","other","NSL437908:250035219",0.247825,"NSL437908",250035219
"NSL 437909","AusTRCF 305835","other","NSL437909:250031006",0.0952043,"NSL437909",250031006
"NSL 437910","AusTRCF 305836","other","NSL437910:250034992",0.10061,"NSL437910",250034992
"NSL 437913","AusTRCF 305839","other","NSL437913:250035126",0.0306289,"NSL437913",250035126
"NSL 437914","AusTRCF 305840","other","NSL437914:250030984",0.0310677,"NSL437914",250030984
"NSL 437915","AusTRCF 305841","other","NSL437915:250035048",0.137808,"NSL437915",250035048
"NSL 437920","AusTRCF 305846","other","NSL437920:250031052",0.0651796,"NSL437920",250031052
"NSL 437923","AusTRCF 305849","other","NSL437923:250031198",0.0628816,"NSL437923",250031198
"NSL 437925","AusTRCF 306065","other","NSL437925:250035134",0.0757408,"NSL437925",250035134
"NSL 437928","AusTRCF 306068","other","NSL437928:250035234",0.350446,"NSL437928",250035234
"NSL 437929","AusTRCF 306234","other","NSL437929:250031062",0.216922,"NSL437929",250031062
"NSL 437930","AusTRCF 306235","other","NSL437930:250031163",0.044672,"NSL437930",250031163
"NSL 437931","AusTRCF 306236","other","NSL437931:250035094",0.0981149,"NSL437931",250035094
"NSL 437933","AusTRCF 306238","other","NSL437933:250034963",0.119775,"NSL437933",250034963
"NSL 437934","AusTRCF 306239","other","NSL437934:250035138",0.0947104,"NSL437934",250035138
"NSL 437935","AusTRCF 306240","other","NSL437935:250031077",0.101604,"NSL437935",250031077
"NSL 437936","AusTRCF 306241","other","NSL437936:250035175",0.134198,"NSL437936",250035175
"NSL 437937","AusTRCF 306242","other","NSL437937:250035056",0.108346,"NSL437937",250035056
"NSL 437939","AusTRCF 306244","other","NSL437939:250031196",0.123506,"NSL437939",250031196
"NSL 437940","AusTRCF 306245","other","NSL437940:250031239",0.129772,"NSL437940",250031239
"NSL 437946","AusTRCF 306257","other","NSL437946:250035127",0.326013,"NSL437946",250035127
"NSL 437947","AusTRCF 306258","other","NSL437947:250031022",0.249616,"NSL437947",250031022
"NSL 437952","AusTRCF 306264","other","NSL437952:250034998",0.337693,"NSL437952",250034998
"NSL 437956","AusTRCF 306269","other","NSL437956:250031114",0.283634,"NSL437956",250031114
"NSL 437959","AusTRCF 306273","other","NSL437959:250035140",0.115459,"NSL437959",250035140
"NSL 437960","AusTRCF 306274","other","NSL437960:250034863",0.112776,"NSL437960",250034863
"NSL 437962","AusTRCF 306276","other","NSL437962:250030995",0.10176,"NSL437962",250030995
"NSL 437964","AusTRCF 306278","other","NSL437964:250031288",0.110776,"NSL437964",250031288
"NSL 437966","AusTRCF 306280","other","NSL437966:250034990",0.115363,"NSL437966",250034990
"NSL 437968","AusTRCF 306282","other","NSL437968:250030996",0.137076,"NSL437968",250030996
"NSL 437971","AusTRCF 306285","other","NSL437971:250034940",0.121392,"NSL437971",250034940
"NSL 437973","AusTRCF 306287","other","NSL437973:250031322",0.119271,"NSL437973",250031322
"NSL 437976","AusTRCF 306290","other","NSL437976:250031162",0.129537,"NSL437976",250031162
"NSL 437979","AusTRCF 306293","other","NSL437979:250035192",0.128312,"NSL437979",250035192
"NSL 437980","AusTRCF 306294","other","NSL437980:250031245",0.129169,"NSL437980",250031245
"NSL 437981","AusTRCF 306295","other","NSL437981:250034988",0.126824,"NSL437981",250034988
"NSL 437982","AusTRCF 306296","other","NSL437982:250034950",0.129694,"NSL437982",250034950
"NSL 437983","AusTRCF 306297","other","NSL437983:250035065",0.127764,"NSL437983",250035065
"NSL 437987","AusTRCF 306301","other","NSL437987:250035122",0.118678,"NSL437987",250035122
"NSL 437988","AusTRCF 306302","other","NSL437988:250031039",0.0539708,"NSL437988",250031039
"NSL 437989","AusTRCF 306303","other","NSL437989:250035072",0.0514301,"NSL437989",250035072
"NSL 437990","AusTRCF 306304","other","NSL437990:250035118",0.0521594,"NSL437990",250035118
"NSL 437992","AusTRCF 306306","other","NSL437992:250035203",0.0376817,"NSL437992",250035203
"NSL 437993","AusTRCF 306307","other","NSL437993:250034955",0.0375058,"NSL437993",250034955
"NSL 437994","AusTRCF 306308","other","NSL437994:250034874",0.0349163,"NSL437994",250034874
"NSL 437995","AusTRCF 306309","other","NSL437995:250034935",0.0294683,"NSL437995",250034935
"NSL 437996","AusTRCF 306310","other","NSL437996:250034948",0.0369281,"NSL437996",250034948
"NSL 437998","AusTRCF 306312","other","NSL437998:250034983",0.135099,"NSL437998",250034983
"NSL 438002","AusTRCF 306316","other","NSL438002:250034987",0.151649,"NSL438002",250034987
"NSL 438005","AusTRCF 306319","other","NSL438005:250030987",0.139419,"NSL438005",250030987
"NSL 438007","AusTRCF 306321","other","NSL438007:250031057",0.145803,"NSL438007",250031057
"NSL 438008","AusTRCF 306322","other","NSL438008:250031075",0.144848,"NSL438008",250031075
"NSL 438009","AusTRCF 306323","other","NSL438009:250031063",0.249858,"NSL438009",250031063
"NSL 438010","AusTRCF 306324","other","NSL438010:250031276",0.130935,"NSL438010",250031276
"NSL 438019","AusTRCF 306333","other","NSL438019:250034807",0.061403,"NSL438019",250034807
"NSL 438021","AusTRCF 306335","other","NSL438021:250031176",0.119925,"NSL438021",250031176
"NSL 438022","AusTRCF 306336","other","NSL438022:250031166",0.126316,"NSL438022",250031166
"NSL 438023","AusTRCF 306337","other","NSL438023:250034852",0.146135,"NSL438023",250034852
"NSL 438029","AusTRCF 306343","other","NSL438029:250031028",0.132592,"NSL438029",250031028
"NSL 438030","AusTRCF 306344","other","NSL438030:250031017",0.110348,"NSL438030",250031017
"NSL 438031","AusTRCF 306345","other","NSL438031:250031297",0.132344,"NSL438031",250031297
"NSL 438032","AusTRCF 306346","other","NSL438032:250034962",0.150779,"NSL438032",250034962
"NSL 438033","AusTRCF 306347","other","NSL438033:250035105",0.0663444,"NSL438033",250035105
"NSL 438034","AusTRCF 306348","other","NSL438034:250034958",0.0643486,"NSL438034",250034958
"NSL 438036","AusTRCF 306350","other","NSL438036:250031071",0.120152,"NSL438036",250031071
"NSL 438037","AusTRCF 306351","other","NSL438037:250031160",0.173946,"NSL438037",250031160
"NSL 438038","AusTRCF 306352","other","NSL438038:250031115",0.162865,"NSL438038",250031115
"NSL 438039","AusTRCF 306353","other","NSL438039:250035112",0.162135,"NSL438039",250035112
"NSL 438040","AusTRCF 306354","other","NSL438040:250034922",0.16384,"NSL438040",250034922
"NSL 438042","AusTRCF 306356","other","NSL438042:250031117",0.138441,"NSL438042",250031117
"NSL 438043","AusTRCF 306357","other","NSL438043:250031240",0.144485,"NSL438043",250031240
"NSL 52605","Oh7K","other","NSL52605:250041660",0.202205,"NSL52605",250041660
"NSL 53086","SC 212M","other","NSL53086:250042350",0.214881,"NSL53086",250042350
"NSL 53094","SC 357","other","NSL53094:250033232",0.248771,"NSL53094",250033232
"NSL 53095","SC 359","other","NSL53095:250042330",0.430935,"NSL53095",250042330
"NSL 65863","B7","other","NSL65863:250033778",0.224782,"NSL65863",250033778
"NSL 65864","B8","other","NSL65864:250035184",0.254897,"NSL65864",250035184
"NSL 65866","B14","other","NSL65866:250041456",0.0679937,"NSL65866",250041456
"NSL 65866","B14","other","NSL65866:250031578",0.0689466,"NSL65866",250031578
"NSL 65868","B21","other","NSL65868:250034684",0.267048,"NSL65868",250034684
"NSL 65869","B38","other","NSL65869:250041717",0.201359,"NSL65869",250041717
"NSL 65871","I 205","other","NSL65871:250031381",0.189011,"NSL65871",250031381
"NSL 65872","L 289","other","NSL65872:250035078",0.317405,"NSL65872",250035078
"NSL 65873","L317","other","NSL65873:250032823",0.16932,"NSL65873",250032823
"NSL 65874","Os420","other","NSL65874:250033613",0.175859,"NSL65874",250033613
"NSL 67786","Mo301ae","other","NSL67786:250035086",0.144798,"NSL67786",250035086
"NSL 67788","Mo303ae","other","NSL67788:250035007",0.172223,"NSL67788",250035007
"NSL 67789","Mo304ae","other","NSL67789:250034809",0.183406,"NSL67789",250034809
"NSL 67790","Mo305ae","other","NSL67790:250035135",0.151437,"NSL67790",250035135
"NSL 67790","Mo305ae","other","NSL67790:250040798",0.14014,"NSL67790",250040798
"NSL 67792","Mo307ae","other","NSL67792:250031268",0.13267,"NSL67792",250031268
"NSL 67793","Mo308ae","other","NSL67793:250031194",0.172248,"NSL67793",250031194
"NSL 67796","Mo311ae","other","NSL67796:250035108",0.279617,"NSL67796",250035108
"NSL 67797","Mo312ae","other","NSL67797:250031299",0.245515,"NSL67797",250031299
"NSL 67798","Mo313ae","other","NSL67798:250031004",0.175059,"NSL67798",250031004
"NSL 67799","Mo314ae","other","NSL67799:250031112",0.136739,"NSL67799",250031112
"NSL 68211","Oh422","other","NSL68211:250033607",0.237014,"NSL68211",250033607
"NSL 68211","Oh422","other","NSL68211:250041442",0.502025,"NSL68211",250041442
"NSL 68242","SC 212M","other","NSL68242:250042332",0.226807,"NSL68242",250042332
"NSL 68252","SC 357","other","NSL68252:250031525",0.251795,"NSL68252",250031525
"NSL 75976","IA DS 61","popcorn","NSL75976:250035004",0.233163,"NSL75976",250035004
"NSL 75976","IA DS 61","popcorn","NSL75976:250041710",0.239227,"NSL75976",250041710
"NSL 75977","IA DS 62","popcorn","NSL75977:250034755",0.171676,"NSL75977",250034755
"NSL 75979","SG 18","popcorn","NSL75979:250034750",0.150681,"NSL75979",250034750
"NSL 75980","SG 30A","popcorn","NSL75980:250031657",0.206296,"NSL75980",250031657
"NSL 81595","A238","other","NSL81595:250032580",0.217965,"NSL81595",250032580
"NSL 81595","A238","other","NSL81595:250041537",0.210003,"NSL81595",250041537
"NSL 81596","A258","other","NSL81596:250034882",0.1647,"NSL81596",250034882
"NSL 81597","A648","other","NSL81597:250032565",0.160216,"NSL81597",250032565
"NSL 81598","A657","other","NSL81598:250034737",0.233155,"NSL81598",250034737
"NSL 81599","A659","other","NSL81599:250034628",0.21325,"NSL81599",250034628
"NSL 81600","A660","other","NSL81600:250034831",0.164876,"NSL81600",250034831
"NSL 81600","A660","other","NSL81600:250041483",0.200924,"NSL81600",250041483
"NSL 8579","245","sweet corn","NSL8579:250031640",0.317551,"NSL8579",250031640
"NSL 8581","81-1","sweet corn","NSL8581:250031323",0.315633,"NSL8581",250031323
"NSL 8582","P51B","sweet corn","NSL8582:250041440",0.308465,"NSL8582",250041440
"NSL 8583","P39A","sweet corn","NSL8583:250034757",0.155548,"NSL8583",250034757
"NSL 8585","P39","sweet corn","NSL8585:250034723",0.151383,"NSL8585",250034723
"PI 186182","INBRED 378","other","PI186182:250032842",0.362871,"PI186182",250032842
"PI 186183","INBRED 379","other","PI186183:250032933",0.414342,"PI186183",250032933
"PI 186184","INBRED 381","other","PI186184:250033174",0.490678,"PI186184",250033174
"PI 186193","INBRED A-243-1","other","PI186193:250032891",0.374397,"PI186193",250032891
"PI 186196","INBRED 109","other","PI186196:250033823",0.332578,"PI186196",250033823
"PI 186197","INBRED 100","other","PI186197:250033031",0.312308,"PI186197",250033031
"PI 186199","INBRED 141","other","PI186199:250034727",0.314826,"PI186199",250034727
"PI 186215","INBRED 2-687","other","PI186215:250031371",0.256757,"PI186215",250031371
"PI 186215","INBRED 2-687","other","PI186215:250041536",0.458028,"PI186215",250041536
"PI 186217","INBRED 19-86","other","PI186217:250033712",0.460098,"PI186217",250033712
"PI 186218","INBRED 34-1141","other","PI186218:250033797",0.386624,"PI186218",250033797
"PI 186219","INBRED 34-1181","other","PI186219:250032776",0.448071,"PI186219",250032776
"PI 186221","INBRED 39-1084","other","PI186221:250031453",0.350956,"PI186221",250031453
"PI 186223","INBRED 41-1781","other","PI186223:250033072",0.325557,"PI186223",250033072
"PI 186224","INBRED 42-492","other","PI186224:250031504",0.390959,"PI186224",250031504
"PI 186226","INBRED 305","other","PI186226:250031387",0.355264,"PI186226",250031387
"PI 186227","INBRED 309","other","PI186227:250031901",0.588469,"PI186227",250031901
"PI 186229","INBRED 321","other","PI186229:250031250",0.539626,"PI186229",250031250
"PI 198889","4F-182 BS 11","other","PI198889:250034975",0.31678,"PI198889",250034975
"PI 198892","4F-234 BX 4","other","PI198892:250031040",0.408423,"PI198892",250031040
"PI 198893","4F-240 BX 16","other","PI198893:250033534",0.374591,"PI198893",250033534
"PI 198894","4F-259 HQ","other","PI198894:250032470",0.433744,"PI198894",250032470
"PI 198895","4F-285 TX 15","other","PI198895:250031872",0.488891,"PI198895",250031872
"PI 198896","4F-300 AD 3","other","PI198896:250035057",0.40678,"PI198896",250035057
"PI 198901","4F-342 CM 4","other","PI198901:250035090",0.382491,"PI198901",250035090
"PI 198901","4F-342 CM 4","other","PI198901:250040799",0.204071,"PI198901",250040799
"PI 198902","4F-345 CN 12","other","PI198902:250035110",0.295742,"PI198902",250035110
"PI 198906","4F-403 JV 15","other","PI198906:250032845",0.399031,"PI198906",250032845
"PI 200179","NY 3 (Neveh Yaar)","other","PI200179:250033677",0.437462,"PI200179",250033677
"PI 200181","NY 65 (Neveh Yaar)","other","PI200181:250034732",0.269177,"PI200181",250034732
"PI 200182","NY 159 (Neveh Yaar)","other","PI200182:250034751",0.436916,"PI200182",250034751
"PI 200182","NY 159 (Neveh Yaar)","other","PI200182:250040789",0.184208,"PI200182",250040789
"PI 200184","NY 166 (Neveh Yaar)","other","PI200184:250031145",0.364118,"PI200184",250031145
"PI 200185","NY 188 (Neveh Yaar)","other","PI200185:250033689",0.323805,"PI200185",250033689
"PI 200187","NY 318 (Nevey Yaar)","other","PI200187:250031775",0.519633,"PI200187",250031775
"PI 200188","NY 364 (Neveh Yaar)","other","PI200188:250034695",0.520165,"PI200188",250034695
"PI 200191","NY 476 (Neveh Yaar)","other","PI200191:250032395",0.338572,"PI200191",250032395
"PI 200194","NY 971 (Neveh Yaar)","other","PI200194:250033717",0.32378,"PI200194",250033717
"PI 200195","NY 992 (Neveh Yaar)","other","PI200195:250034810",0.478348,"PI200195",250034810
"PI 221733","A13-2 INBRED (POTCHEFSTROOM PEARL)","other","PI221733:250031757",0.270852,"PI221733",250031757
"PI 221734","A14 INBRED (POTCHEFSTROOM PEARL)","other","PI221734:250033188",0.265362,"PI221734",250033188
"PI 221735","A15-1 INBRED (POTCHEFSTROOM PEARL)","other","PI221735:250033210",0.221003,"PI221735",250033210
"PI 221736","A16-3-2 INBRED (POTCHEFSTROOM PEARL)","other","PI221736:250031760",0.235539,"PI221736",250031760
"PI 221737","A17-1-1 INBRED (POTCHEFSTROOM PEARL)","other","PI221737:250031653",0.278308,"PI221737",250031653
"PI 221737","A17-1-1 INBRED (POTCHEFSTROOM PEARL)","other","PI221737:250042416",0.298387,"PI221737",250042416
"PI 221739","A21-4-1 INBRED (HICKORY KING)","other","PI221739:250031765",0.283994,"PI221739",250031765
"PI 221743","N72-3-1-1 INBRED","other","PI221743:250032602",0.263155,"PI221743",250032602
"PI 221747","E205-1-1-1 INBRED (S5 SYN. ANVELD)","other","PI221747:250041449",0.386981,"PI221747",250041449
"PI 221747","E205-1-1-1 INBRED (S5 SYN. ANVELD)","other","PI221747:250032768",0.252317,"PI221747",250032768
"PI 221750","E292-1-1-1 INB(S5 SYN ANVELD X MINN.706)","other","PI221750:250033571",0.278132,"PI221750",250033571
"PI 221773","A415-1-3 INBRED","other","PI221773:250030989",0.241167,"PI221773",250030989
"PI 221775","A436-1 INBRED","other","PI221775:250031113",0.320406,"PI221775",250031113
"PI 221788","E680-2-1-3(S5) INBRED","other","PI221788:250031423",0.338134,"PI221788",250031423
"PI 221789","E683-1-2-1(S5) INBRED","other","PI221789:250034688",0.358186,"PI221789",250034688
"PI 221794","E697-1-1-1(S5) INBRED","other","PI221794:250034678",0.327859,"PI221794",250034678
"PI 221805","A243-1-2(S10) INBRED (PERUVIAN)","other","PI221805:250035115",0.281905,"PI221805",250035115
"PI 221811","A302-1-2(S10) INBRED (SERVENTINA)","other","PI221811:250035101",0.444249,"PI221811",250035101
"PI 221820","C410-1(F11) INBRED (HOTNOT CROSSES)","other","PI221820:250031661",0.307611,"PI221820",250031661
"PI 221821","E680-3-1-1(S6) INBRED","other","PI221821:250031563",0.332287,"PI221821",250031563
"PI 233312","42","sweet corn","PI233312:250033602",0.194661,"PI233312",250033602
"PI 233313","176","sweet corn","PI233313:250035210",0.384436,"PI233313",250035210
"PI 233314","226","sweet corn","PI233314:250035262",0.337261,"PI233314",250035262
"PI 233314","226","sweet corn","PI233314:250040801",0.182618,"PI233314",250040801
"PI 233315","277","sweet corn","PI233315:250034691",0.189932,"PI233315",250034691
"PI 233316","469","sweet corn","PI233316:250035199",0.186842,"PI233316",250035199
"PI 233317","592","sweet corn","PI233317:250033468",0.351031,"PI233317",250033468
"PI 233318","789","sweet corn","PI233318:250032298",0.342696,"PI233318",250032298
"PI 233319","829","sweet corn","PI233319:250035186",0.29302,"PI233319",250035186
"PI 233320","883","sweet corn","PI233320:250041471",0.18768,"PI233320",250041471
"PI 233320","883","sweet corn","PI233320:250032421",0.200258,"PI233320",250032421
"PI 233321","908","sweet corn","PI233321:250032307",0.246038,"PI233321",250032307
"PI 233322","909","sweet corn","PI233322:250032548",0.179346,"PI233322",250032548
"PI 236997","Inbred 6-907","other","PI236997:250035256",0.430838,"PI236997",250035256
"PI 257506","F2","other","PI257506:250032281",0.458273,"PI257506",250032281
"PI 257507","F7","other","PI257507:250032167",0.19522,"PI257507",250032167
"PI 257507","F7","other","PI257507:250041400",0.198408,"PI257507",250041400
"PI 257507","F7","other","PI257507:250035228",0.210908,"PI257507",250035228
"PI 257508","F10","other","PI257508:250032130",0.398035,"PI257508",250032130
"PI 257513","F115","other","PI257513:250032184",0.175743,"PI257513",250032184
"PI 257514","FV181","other","PI257514:250032337",0.268759,"PI257514",250032337
"PI 257516","F39","other","PI257516:250035244",0.332232,"PI257516",250035244
"PI 257517","FC46","other","PI257517:250032591",0.387103,"PI257517",250032591
"PI 267166","2 KM 368 INBRED","other","PI267166:250035220",0.237146,"PI267166",250035220
"PI 267167","T8144 INBRED","other","PI267167:250032549",0.274405,"PI267167",250032549
"PI 267168","T8146 INBRED","other","PI267168:250035211",0.447689,"PI267168",250035211
"PI 267169","T8302 INBRED","other","PI267169:250035255",0.310693,"PI267169",250035255
"PI 267170","T8354 INBRED","other","PI267170:250035180",0.274119,"PI267170",250035180
"PI 267171","T8445 INBRED","other","PI267171:250035250",0.253566,"PI267171",250035250
"PI 270297","B96","other","PI270297:250031147",0.322935,"PI270297",250031147
"PI 303924","NO. 380","other","PI303924:250032405",0.494023,"PI303924",250032405
"PI 303925","NO. 1004 INBRED","other","PI303925:250033557",0.280587,"PI303925",250033557
"PI 303926","NO. 1019 INBRED","other","PI303926:250033854",0.349511,"PI303926",250033854
"PI 303927","NO. 1026 INBRED","other","PI303927:250031267",0.479851,"PI303927",250031267
"PI 303928","NO. 1032 INBRED","other","PI303928:250032777",0.268792,"PI303928",250032777
"PI 303929","NO. 1037 INBRED","other","PI303929:250032848",0.320226,"PI303929",250032848
"PI 303930","NO. 1049 INBRED","other","PI303930:250031319",0.25555,"PI303930",250031319
"PI 303932","NO. 1068 INBRED","other","PI303932:250031932",0.375052,"PI303932",250031932
"PI 303933","NO. 1070 INBRED","other","PI303933:250032531",0.323265,"PI303933",250032531
"PI 303937","NO. 1175 INBRED","other","PI303937:250033713",0.326466,"PI303937",250033713
"PI 303938","NO. 1185 INBRED","other","PI303938:250034816",0.495682,"PI303938",250034816
"PI 303939","NO. 1197 INBRED","other","PI303939:250032431",0.421674,"PI303939",250032431
"PI 303940","NO. 1201 INBRED","other","PI303940:250031280",0.341112,"PI303940",250031280
"PI 303941","NO. 1266 INBRED","other","PI303941:250031697",0.268681,"PI303941",250031697
"PI 303943","TN 53-1-2","other","PI303943:250034743",0.469015,"PI303943",250034743
"PI 340812","NY 121 (Neveh Yaar)","other","PI340812:250033542",0.44711,"PI340812",250033542
"PI 340813","NY 123 (Neveh Yaar)","other","PI340813:250031679",0.253624,"PI340813",250031679
"PI 340817","G3 T5","other","PI340817:250032320",0.555673,"PI340817",250032320
"PI 340818","G3 T5a","other","PI340818:250032319",0.506345,"PI340818",250032319
"PI 340819","T9","other","PI340819:250032218",0.352946,"PI340819",250032218
"PI 340821","G22 T122","other","PI340821:250035177",0.328042,"PI340821",250035177
"PI 340822","G6 T123","other","PI340822:250035265",0.344935,"PI340822",250035265
"PI 340823","G14 T133","other","PI340823:250035249",0.505751,"PI340823",250035249
"PI 340824","G15 T134","other","PI340824:250032286",0.321416,"PI340824",250032286
"PI 340825","G15 T134a","other","PI340825:250035260",0.38427,"PI340825",250035260
"PI 340826","T140","other","PI340826:250034802",0.443746,"PI340826",250034802
"PI 340827","T141","other","PI340827:250034560",0.436196,"PI340827",250034560
"PI 340829","T146","other","PI340829:250034845",0.390729,"PI340829",250034845
"PI 340829","T146","other","PI340829:250040793",0.197601,"PI340829",250040793
"PI 340830","T242","other","PI340830:250034707",0.319137,"PI340830",250034707
"PI 340835","BR-1-1","popcorn","PI340835:250041683",0.302963,"PI340835",250041683
"PI 340837","R-4524","popcorn","PI340837:250034952",0.99933,"PI340837",250034952
"PI 340837","R-4524","popcorn","PI340837:250042565",0.279794,"PI340837",250042565
"PI 340838","B-4541","other","PI340838:250031016",0.364501,"PI340838",250031016
"PI 340841","B-15 DENT STERILE","popcorn","PI340841:250031170",0.203716,"PI340841",250031170
"PI 340843","CA-15-2 DENT STERILE","other","PI340843:250034798",0.212458,"PI340843",250034798
"PI 340844","R-15 DENT STERILE","popcorn","PI340844:250033686",0.244052,"PI340844",250033686
"PI 340845","BR-15 DENT STERILE","popcorn","PI340845:250041595",0.18308,"PI340845",250041595
"PI 340846","RB-15 DENT STERILE","popcorn","PI340846:250031707",0.1774,"PI340846",250031707
"PI 340850","B-17 INBR.FR.SUPERGOLD","popcorn","PI340850:250034819",0.157051,"PI340850",250034819
"PI 340851","BR-17 INBR.FR.SUPERGOLD","popcorn","PI340851:250033679",0.183694,"PI340851",250033679
"PI 340853","R-17 INBR.FR.SUPERGOLD","popcorn","PI340853:250031924",0.178155,"PI340853",250031924
"PI 340854","RB-17 INBR.FR.SUPERGOLD","popcorn","PI340854:250031270",0.155395,"PI340854",250031270
"PI 340855","B-18 INBR.FR.SUPERGOLD","popcorn","PI340855:250033790",0.230397,"PI340855",250033790
"PI 340856","R-18 INBR.FR.SUPERGOLD","popcorn","PI340856:250031438",0.306959,"PI340856",250031438
"PI 340857","B-22 INBR.FR.SUPERGOLD","popcorn","PI340857:250031370",0.221619,"PI340857",250031370
"PI 340859","R-22 INBR.FR.SUPERGOLD","popcorn","PI340859:250033058",0.245973,"PI340859",250033058
"PI 340860","B-28","other","PI340860:250033699",0.236454,"PI340860",250033699
"PI 340861","BR-28 INBR.FR.YEL.PEARL","other","PI340861:250035067",0.281479,"PI340861",250035067
"PI 340861","BR-28 INBR.FR.YEL.PEARL","other","PI340861:250040797",0.151637,"PI340861",250040797
"PI 340862","R-28","other","PI340862:250035182",0.232906,"PI340862",250035182
"PI 340863","R-28-2","other","PI340863:250031313",0.22632,"PI340863",250031313
"PI 340866","R-53-1 INBR.FR.YELPEARL","popcorn","PI340866:250033843",0.246155,"PI340866",250033843
"PI 340867","R-53-2 INBR.FR.YELPEARL","other","PI340867:250033818",0.256882,"PI340867",250033818
"PI 340868","RB-53 INBR.FR.YELPEARL","popcorn","PI340868:250031277",0.215471,"PI340868",250031277
"PI 340869","R-PAH-1 IN.FR.TOM-THUMB","popcorn","PI340869:250031152",0.333111,"PI340869",250031152
"PI 340870","R-PAH-2","popcorn","PI340870:250031324",0.309399,"PI340870",250031324
"PI 340872","R-PAH-1","popcorn","PI340872:250031161",0.372209,"PI340872",250031161
"PI 340873","R-RAH-2 IN.FR.TOM-THUMB","popcorn","PI340873:250034864",0.294816,"PI340873",250034864
"PI 340874","IA DS 38-W","popcorn","PI340874:250032775",0.291061,"PI340874",250032775
"PI 340875","IA DS 43-W","popcorn","PI340875:250032841",0.352095,"PI340875",250032841
"PI 340875","IA DS 43-W","popcorn","PI340875:250041578",0.392996,"PI340875",250041578
"PI 340876","IA DS 53","popcorn or sweet corn","PI340876:250031167",0.21418,"PI340876",250031167
"PI 340878","IA 88","other","PI340878:250034993",0.322915,"PI340878",250034993
"PI 343953","PLS 61/10870 subline-1","other","PI343953:250034625",0.294922,"PI343953",250034625
"PI 358522","13B-587-68(A)","sweet corn","PI358522:250035114",0.297129,"PI358522",250035114
"PI 358523","14H-588-68(B)","sweet corn","PI358523:250032576",0.126756,"PI358523",250032576
"PI 358525","27A-317-68(C)","sweet corn","PI358525:250032560",0.344945,"PI358525",250032560
"PI 358527","STRAIN 304A-408-68(B)","sweet corn","PI358527:250041618",0.357985,"PI358527",250041618
"PI 358527","STRAIN 304A-408-68(B)","sweet corn","PI358527:250031281",0.320104,"PI358527",250031281
"PI 358528","442A-431-68(D)","sweet corn","PI358528:250033858",0.198996,"PI358528",250033858
"PI 358529","STRAIN 451B-4-68(B)","sweet corn","PI358529:250034685",0.250595,"PI358529",250034685
"PI 358530","STRAIN 465A-421-68(B)","sweet corn","PI358530:250031432",0.203589,"PI358530",250031432
"PI 358532","676A-348-68(B)","sweet corn","PI358532:250041611",0.371705,"PI358532",250041611
"PI 358532","676A-348-68(B)","sweet corn","PI358532:250033411",0.223314,"PI358532",250033411
"PI 358533","STRAIN T36(101T)-394-68","sweet corn","PI358533:250031263",0.184768,"PI358533",250031263
"PI 358534","STRAIN T20-2-68(B)","sweet corn","PI358534:250034713",0.197377,"PI358534",250034713
"PI 358535","21-396-68(B)","sweet corn","PI358535:250032566",0.20323,"PI358535",250032566
"PI 358536","STRAIN T24-395-68(B)","sweet corn","PI358536:250033844",0.197732,"PI358536",250033844
"PI 358537","STRAIN T32-397-68(B)","sweet corn","PI358537:250034720",0.208042,"PI358537",250034720
"PI 358538","STRAIN T33-399-68(B)","sweet corn","PI358538:250033688",0.207268,"PI358538",250033688
"PI 358539","STRAIN T35-388-68(A)","sweet corn","PI358539:250031395",0.198,"PI358539",250031395
