"INDV","F_MISS","acc_v2.7","id_v2.7"
"Z018E0046:250025778",0.103019,"Z018E0046",250025778
"Z018E0046:250179091",0.0908173,"Z018E0046",250179091
"Z018E0047:250025790",0.0845499,"Z018E0047",250025790
"Z018E0048:250025802",0.0834062,"Z018E0048",250025802
"Z018E0049:250025753",0.076594,"Z018E0049",250025753
"Z018E0050:250025757",0.0760895,"Z018E0050",250025757
"Z018E0051:250025735",0.0578205,"Z018E0051",250025735
"Z018E0051:250042629",0.0635028,"Z018E0051",250042629
"Z018E0052:250025745",0.0860465,"Z018E0052",250025745
"Z018E0053:250025767",0.0855568,"Z018E0053",250025767
"Z018E0054:250025779",0.0885352,"Z018E0054",250025779
"Z018E0055:250025791",0.0741699,"Z018E0055",250025791
"Z018E0057:250025803",0.0866231,"Z018E0057",250025803
"Z018E0059:250025725",0.0833617,"Z018E0059",250025725
"Z018E0060:250025736",0.0882268,"Z018E0060",250025736
"Z018E0061:250025746",0.0772119,"Z018E0061",250025746
"Z018E0063:250025768",0.0575226,"Z018E0063",250025768
"Z018E0064:250025780",0.0748144,"Z018E0064",250025780
"Z018E0065:250025792",0.0790117,"Z018E0065",250025792
"Z018E0066:250025804",0.0755383,"Z018E0066",250025804
"Z018E0067:250025754",0.0852621,"Z018E0067",250025754
"Z018E0068:250025726",0.0824215,"Z018E0068",250025726
"Z018E0069:250025737",0.0562433,"Z018E0069",250025737
"Z018E0070:250025747",0.0716982,"Z018E0070",250025747
"Z018E0071:250025769",0.0619733,"Z018E0071",250025769
"Z018E0072:250025781",0.11605,"Z018E0072",250025781
"Z018E0072:250179092",0.0702694,"Z018E0072",250179092
"Z018E0073:250025793",0.0597994,"Z018E0073",250025793
"Z018E0074:250025805",0.0610257,"Z018E0074",250025805
"Z018E0075:250028429",0.0675114,"Z018E0075",250028429
"Z018E0076:250028441",0.10363,"Z018E0076",250028441
"Z018E0076:250179093",0.0733146,"Z018E0076",250179093
"Z018E0077:250025738",0.0751652,"Z018E0077",250025738
"Z018E0078:250025748",0.072491,"Z018E0078",250025748
"Z018E0079:250028453",0.0821279,"Z018E0079",250028453
"Z018E0080:250025782",0.0900138,"Z018E0080",250025782
"Z018E0081:250025794",0.0850724,"Z018E0081",250025794
"Z018E0082:250025806",0.0737067,"Z018E0082",250025806
"Z018E0083:250025719",0.0706287,"Z018E0083",250025719
"Z018E0084:250025728",0.0841725,"Z018E0084",250025728
"Z018E0085:250025739",0.0884653,"Z018E0085",250025739
"Z018E0086:250025749",0.0918433,"Z018E0086",250025749
"Z018E0087:250025771",0.0550551,"Z018E0087",250025771
"Z018E0088:250025783",0.083013,"Z018E0088",250025783
"Z018E0089:250025795",0.0662342,"Z018E0089",250025795
"Z018E0090:250025807",0.181641,"Z018E0090",250025807
"Z018E0090:250179094",0.0656163,"Z018E0090",250179094
"Z018E0091:250025729",0.0565252,"Z018E0091",250025729
"Z018E0092:250025740",0.0792894,"Z018E0092",250025740
"Z018E0093:250025750",0.0775893,"Z018E0093",250025750
"Z018E0094:250025772",0.0730644,"Z018E0094",250025772
"Z018E0095:250025784",0.0901156,"Z018E0095",250025784
"Z018E0096:250025796",0.057318,"Z018E0096",250025796
"Z018E0097:250025808",0.0668087,"Z018E0097",250025808
"Z018E0098:250028465",0.0719918,"Z018E0098",250028465
"Z018E0099:250025611",0.0859797,"Z018E0099",250025611
"Z018E0100:250025623",0.121295,"Z018E0100",250025623
"Z018E0100:250179095",0.103405,"Z018E0100",250179095
"Z018E0101:250025650",0.0770911,"Z018E0101",250025650
"Z018E0102:250025662",0.0690335,"Z018E0102",250025662
"Z018E0103:250025674",0.0611561,"Z018E0103",250025674
"Z018E0103:250179096",0.092723,"Z018E0103",250179096
"Z018E0104:250025686",0.0679725,"Z018E0104",250025686
"Z018E0105:250025588",0.083402,"Z018E0105",250025588
"Z018E0106:250025600",0.0491099,"Z018E0106",250025600
"Z018E0107:250025612",0.0685438,"Z018E0107",250025612
"Z018E0108:250025624",0.0734778,"Z018E0108",250025624
"Z018E0109:250028689",0.0766141,"Z018E0109",250028689
"Z018E0110:250025663",0.0672867,"Z018E0110",250025663
"Z018E0111:250025675",0.0753136,"Z018E0111",250025675
"Z018E0112:250025687",0.0924729,"Z018E0112",250025687
"Z018E0113:250025589",0.0674023,"Z018E0113",250025589
"Z018E0113:250042633",0.158401,"Z018E0113",250042633
"Z018E0114:250025601",0.0853809,"Z018E0114",250025601
"Z018E0115:250025613",0.0870206,"Z018E0115",250025613
"Z018E0116:250028701",0.999983,"Z018E0116",250028701
"Z018E0116:250179097",0.0776253,"Z018E0116",250179097
"Z018E0117:250025652",0.0787171,"Z018E0117",250025652
"Z018E0118:250025664",0.0758044,"Z018E0118",250025664
"Z018E0119:250025676",0.0829303,"Z018E0119",250025676
"Z018E0120:250025688",0.0765188,"Z018E0120",250025688
"Z018E0121:250025590",0.0707803,"Z018E0121",250025590
"Z018E0122:250025602",0.0794346,"Z018E0122",250025602
"Z018E0123:250025614",0.0856798,"Z018E0123",250025614
"Z018E0124:250025626",0.123646,"Z018E0124",250025626
"Z018E0125:250025653",0.0950008,"Z018E0125",250025653
"Z018E0125:250179098",0.0691882,"Z018E0125",250179098
"Z018E0126:250025665",0.0877901,"Z018E0126",250025665
"Z018E0127:250025677",0.0723055,"Z018E0127",250025677
"Z018E0128:250025689",0.0801935,"Z018E0128",250025689
"Z018E0129:250025591",0.0753019,"Z018E0129",250025591
"Z018E0129:250042634",0.0751578,"Z018E0129",250042634
"Z018E0130:250025603",0.0635611,"Z018E0130",250025603
"Z018E0131:250025615",0.0562878,"Z018E0131",250025615
"Z018E0132:250025627",0.0601989,"Z018E0132",250025627
"Z018E0133:250025654",0.078911,"Z018E0133",250025654
"Z018E0134:250025666",0.0927739,"Z018E0134",250025666
"Z018E0135:250025678",0.0659555,"Z018E0135",250025678
"Z018E0136:250025690",0.086303,"Z018E0136",250025690
"Z018E0137:250025592",0.0736485,"Z018E0137",250025592
"Z018E0138:250025604",0.0814527,"Z018E0138",250025604
"Z018E0139:250025616",0.0879925,"Z018E0139",250025616
"Z018E0140:250025628",0.0854264,"Z018E0140",250025628
"Z018E0141:250025655",0.22737,"Z018E0141",250025655
"Z018E0142:250025667",0.0823018,"Z018E0142",250025667
"Z018E0143:250025679",0.083508,"Z018E0143",250025679
"Z018E0144:250025691",0.0813213,"Z018E0144",250025691
"Z018E0145:250025593",0.0717374,"Z018E0145",250025593
"Z018E0146:250025605",0.0816202,"Z018E0146",250025605
"Z018E0147:250025617",0.0579869,"Z018E0147",250025617
"Z018E0148:250025629",0.0754196,"Z018E0148",250025629
"Z018E0149:250025656",0.09129,"Z018E0149",250025656
"Z018E0150:250025668",0.0642702,"Z018E0150",250025668
"Z018E0151:250025680",0.0700945,"Z018E0151",250025680
"Z018E0152:250025692",0.0610819,"Z018E0152",250025692
"Z018E0153:250025594",0.070085,"Z018E0153",250025594
"Z018E0154:250025606",0.0878632,"Z018E0154",250025606
"Z018E0155:250025618",0.0606653,"Z018E0155",250025618
"Z018E0157:250025657",0.0906063,"Z018E0157",250025657
"Z018E0157:250179099",0.0869951,"Z018E0157",250179099
"Z018E0158:250025669",0.0780302,"Z018E0158",250025669
"Z018E0159:250025681",0.29216,"Z018E0159",250025681
"Z018E0160:250025693",0.0812111,"Z018E0160",250025693
"Z018E0161:250025595",0.0874287,"Z018E0161",250025595
"Z018E0162:250025607",0.0860497,"Z018E0162",250025607
"Z018E0163:250025619",0.0869708,"Z018E0163",250025619
"Z018E0164:250025631",0.0717798,"Z018E0164",250025631
"Z018E0165:250025658",0.0683011,"Z018E0165",250025658
"Z018E0166:250025670",0.103535,"Z018E0166",250025670
"Z018E0167:250025682",0.0691459,"Z018E0167",250025682
"Z018E0168:250025694",0.0631116,"Z018E0168",250025694
"Z018E0169:250025596",0.0828031,"Z018E0169",250025596
"Z018E0170:250025608",0.0803568,"Z018E0170",250025608
"Z018E0171:250025620",0.0707358,"Z018E0171",250025620
"Z018E0172:250025632",0.0531408,"Z018E0172",250025632
"Z018E0173:250025659",0.0751854,"Z018E0173",250025659
"Z018E0174:250025671",0.0766322,"Z018E0174",250025671
"Z018E0175:250025683",0.081882,"Z018E0175",250025683
"Z018E0176:250025695",0.101134,"Z018E0176",250025695
"Z018E0177:250025597",0.0623072,"Z018E0177",250025597
"Z018E0178:250025609",0.0673026,"Z018E0178",250025609
"Z018E0179:250025621",0.0788856,"Z018E0179",250025621
"Z018E0180:250025633",0.0930124,"Z018E0180",250025633
"Z018E0181:250025660",0.0707835,"Z018E0181",250025660
"Z018E0182:250025672",0.0840008,"Z018E0182",250025672
"Z018E0183:250025684",0.0662575,"Z018E0183",250025684
"Z018E0184:250025696",0.0907908,"Z018E0184",250025696
"Z018E0185:250025610",0.0876438,"Z018E0185",250025610
"Z018E0186:250028382",0.0529501,"Z018E0186",250028382
"Z018E0187:250025634",0.0900499,"Z018E0187",250025634
"Z018E0188:250025661",0.0829186,"Z018E0188",250025661
"Z018E0189:250025673",0.0798618,"Z018E0189",250025673
"Z018E0190:250025685",0.0844195,"Z018E0190",250025685
"Z018E0191:250025697",0.0697808,"Z018E0191",250025697
"Z018E0192:250028139",0.0566355,"Z018E0192",250028139
"Z018E0193:250028150",0.0866167,"Z018E0193",250028150
"Z018E0194:250028160",0.095322,"Z018E0194",250028160
"Z018E0195:250028182",0.0620507,"Z018E0195",250028182
"Z018E0196:250028194",0.0725875,"Z018E0196",250028194
"Z018E0197:250028206",0.0794452,"Z018E0197",250028206
"Z018E0198:250028218",0.0925185,"Z018E0198",250028218
"Z018E0199:250028131",0.070015,"Z018E0199",250028131
"Z018E0200:250028140",0.0783821,"Z018E0200",250028140
"Z018E0220:250028151",0.0834719,"Z018E0220",250028151
"Z018E0223:250028161",0.0705481,"Z018E0223",250028161
"Z018E0228:250028183",0.0833479,"Z018E0228",250028183
"Z018E0273:250028713",0.089876,"Z018E0273",250028713
"Z019E0002:250025848",0.068548,"Z019E0002",250025848
"Z019E0003:250025885",0.0606197,"Z019E0003",250025885
"Z019E0004:250025868",0.0615875,"Z019E0004",250025868
"Z019E0005:250025888",0.0628467,"Z019E0005",250025888
"Z019E0006:250025900",0.0801204,"Z019E0006",250025900
"Z019E0007:250028390",0.100943,"Z019E0007",250028390
"Z019E0008:250025924",0.065011,"Z019E0008",250025924
"Z019E0009:250025841",0.0707029,"Z019E0009",250025841
"Z019E0010:250025849",0.0774653,"Z019E0010",250025849
"Z019E0011:250028398",0.0669497,"Z019E0011",250028398
"Z019E0012:250025869",0.0747752,"Z019E0012",250025869
"Z019E0013:250025889",0.0643666,"Z019E0013",250025889
"Z019E0014:250025901",0.0687812,"Z019E0014",250025901
"Z019E0015:250025913",0.0598863,"Z019E0015",250025913
"Z019E0016:250025925",0.0631254,"Z019E0016",250025925
"Z019E0017:250028410",0.0765802,"Z019E0017",250028410
"Z019E0018:250025850",0.0617634,"Z019E0018",250025850
"Z019E0019:250025858",0.0679958,"Z019E0019",250025858
"Z019E0020:250025870",0.102229,"Z019E0020",250025870
"Z019E0020:250179100",0.063011,"Z019E0020",250179100
"Z019E0021:250025890",0.0520565,"Z019E0021",250025890
"Z019E0022:250025902",0.0921867,"Z019E0022",250025902
"Z019E0023:250025914",0.0590086,"Z019E0023",250025914
"Z019E0024:250025926",0.0683,"Z019E0024",250025926
"Z019E0025:250025878",0.0475137,"Z019E0025",250025878
"Z019E0026:250025851",0.0931936,"Z019E0026",250025851
"Z019E0026:250179101",0.087382,"Z019E0026",250179101
"Z019E0027:250025859",0.0806567,"Z019E0027",250025859
"Z019E0028:250025886",0.0681092,"Z019E0028",250025886
"Z019E0029:250025891",0.057317,"Z019E0029",250025891
"Z019E0030:250025903",0.071094,"Z019E0030",250025903
"Z019E0031:250025915",0.0612695,"Z019E0031",250025915
"Z019E0032:250025927",0.0458273,"Z019E0032",250025927
"Z019E0033:250025879",0.0743883,"Z019E0033",250025879
"Z019E0034:250028430",0.0754578,"Z019E0034",250028430
"Z019E0035:250025860",0.0873566,"Z019E0035",250025860
"Z019E0036:250028442",0.0643327,"Z019E0036",250028442
"Z019E0037:250025892",0.0594231,"Z019E0037",250025892
"Z019E0038:250025904",0.0796689,"Z019E0038",250025904
"Z019E0038:250179102",0.0867556,"Z019E0038",250179102
"Z019E0039:250028454",0.0831762,"Z019E0039",250028454
"Z019E0040:250025928",0.0777016,"Z019E0040",250025928
"Z019E0041:250025843",0.078929,"Z019E0041",250025843
"Z019E0042:250025883",0.0753814,"Z019E0042",250025883
"Z019E0043:250025861",0.0515181,"Z019E0043",250025861
"Z019E0044:250028466",0.0772904,"Z019E0044",250028466
"Z019E0044:250179103",0.0694384,"Z019E0044",250179103
"Z019E0045:250025893",0.0672846,"Z019E0045",250025893
"Z019E0046:250025905",0.0668903,"Z019E0046",250025905
"Z019E0047:250025917",0.0762103,"Z019E0047",250025917
"Z019E0048:250025929",0.0656099,"Z019E0048",250025929
"Z019E0049:250025880",0.0679693,"Z019E0049",250025880
"Z019E0050:250025884",0.0582158,"Z019E0050",250025884
"Z019E0051:250025862",0.0586801,"Z019E0051",250025862
"Z019E0052:250025872",0.0610586,"Z019E0052",250025872
"Z019E0053:250025894",0.0928492,"Z019E0053",250025894
"Z019E0054:250025906",0.999958,"Z019E0054",250025906
"Z019E0054:250179104",0.073021,"Z019E0054",250179104
"Z019E0055:250028418",0.0542379,"Z019E0055",250028418
"Z019E0056:250025930",0.0708894,"Z019E0056",250025930
"Z019E0057:250025844",0.0678538,"Z019E0057",250025844
"Z019E0058:250025852",0.0643624,"Z019E0058",250025852
"Z019E0059:250025863",0.0898517,"Z019E0059",250025863
"Z019E0060:250025873",0.0774112,"Z019E0060",250025873
"Z019E0061:250025895",0.0774653,"Z019E0061",250025895
"Z019E0063:250025907",0.0749765,"Z019E0063",250025907
"Z019E0064:250025919",0.0817707,"Z019E0064",250025919
"Z019E0065:250025931",0.0803017,"Z019E0065",250025931
"Z019E0066:250025881",0.074472,"Z019E0066",250025881
"Z019E0067:250025853",0.0647376,"Z019E0067",250025853
"Z019E0068:250025864",0.0683382,"Z019E0068",250025864
"Z019E0069:250025874",0.0552575,"Z019E0069",250025874
"Z019E0070:250025896",0.088532,"Z019E0070",250025896
"Z019E0071:250025908",0.0737481,"Z019E0071",250025908
"Z019E0072:250025920",0.0624089,"Z019E0072",250025920
"Z019E0073:250025932",0.0681241,"Z019E0073",250025932
"Z019E0074:250025845",0.0715392,"Z019E0074",250025845
"Z019E0075:250028391",0.0732457,"Z019E0075",250028391
"Z019E0076:250025865",0.060235,"Z019E0076",250025865
"Z019E0077:250025875",0.0650662,"Z019E0077",250025875
"Z019E0078:250025897",0.0585518,"Z019E0078",250025897
"Z019E0079:250025909",0.0830225,"Z019E0079",250025909
"Z019E0080:250025921",0.0571453,"Z019E0080",250025921
"Z019E0081:250025933",0.0824872,"Z019E0081",250025933
"Z019E0082:250025846",0.064939,"Z019E0082",250025846
"Z019E0083:250028399",0.167177,"Z019E0083",250028399
"Z019E0083:250179105",0.0680202,"Z019E0083",250179105
"Z019E0084:250025866",0.0887398,"Z019E0084",250025866
"Z019E0085:250025876",0.0676906,"Z019E0085",250025876
"Z019E0085:250179106",0.0678411,"Z019E0085",250179106
"Z019E0086:250025898",0.0753836,"Z019E0086",250025898
"Z019E0087:250025910",0.078008,"Z019E0087",250025910
"Z019E0088:250025922",0.0624937,"Z019E0088",250025922
"Z019E0088:250179107",0.0759421,"Z019E0088",250179107
"Z019E0089:250025934",0.0725747,"Z019E0089",250025934
"Z019E0090:250025856",0.0680668,"Z019E0090",250025856
"Z019E0091:250028426",0.0662734,"Z019E0091",250028426
"Z019E0092:250025877",0.0769332,"Z019E0092",250025877
"Z019E0093:250025899",0.0820209,"Z019E0093",250025899
"Z019E0094:250025911",0.0807436,"Z019E0094",250025911
"Z019E0094:250179108",0.0607628,"Z019E0094",250179108
"Z019E0095:250025923",0.0629951,"Z019E0095",250025923
"Z019E0096:250025935",0.073675,"Z019E0096",250025935
"Z019E0097:250025975",0.0757938,"Z019E0097",250025975
"Z019E0097:250179109",0.0643189,"Z019E0097",250179109
"Z019E0098:250026012",0.0778606,"Z019E0098",250026012
"Z019E0099:250025995",0.0813256,"Z019E0099",250025995
"Z019E0100:250026015",0.113515,"Z019E0100",250026015
"Z019E0100:250179110",0.0671988,"Z019E0100",250179110
"Z019E0101:250026027",0.0817273,"Z019E0101",250026027
"Z019E0102:250026039",0.0662957,"Z019E0102",250026039
"Z019E0103:250026051",0.0671818,"Z019E0103",250026051
"Z019E0104:250025968",0.0610225,"Z019E0104",250025968
"Z019E0105:250025976",0.0602223,"Z019E0105",250025976
"Z019E0106:250025984",0.0612101,"Z019E0106",250025984
"Z019E0107:250025996",0.0834825,"Z019E0107",250025996
"Z019E0108:250026016",0.0547647,"Z019E0108",250026016
"Z019E0109:250026028",0.0767774,"Z019E0109",250026028
"Z019E0110:250026040",0.0682099,"Z019E0110",250026040
"Z019E0111:250026052",0.0745939,"Z019E0111",250026052
"Z019E0112:250025969",0.0556222,"Z019E0112",250025969
"Z019E0113:250025977",0.0853809,"Z019E0113",250025977
"Z019E0114:250025985",0.050278,"Z019E0114",250025985
"Z019E0115:250025997",0.118861,"Z019E0115",250025997
"Z019E0115:250179111",0.0773529,"Z019E0115",250179111
"Z019E0116:250026017",0.0628742,"Z019E0116",250026017
"Z019E0117:250026029",0.0657625,"Z019E0117",250026029
"Z019E0118:250026041",0.0699482,"Z019E0118",250026041
"Z019E0119:250026053",0.0669804,"Z019E0119",250026053
"Z019E0120:250026005",0.0625605,"Z019E0120",250026005
"Z019E0121:250025978",0.0523417,"Z019E0121",250025978
"Z019E0122:250025986",0.0622785,"Z019E0122",250025986
"Z019E0123:250026013",0.0582773,"Z019E0123",250026013
"Z019E0124:250026018",0.0800197,"Z019E0124",250026018
"Z019E0125:250026030",0.0641843,"Z019E0125",250026030
"Z019E0126:250026042",0.0689286,"Z019E0126",250026042
"Z019E0127:250026054",0.0807341,"Z019E0127",250026054
"Z019E0127:250179112",0.0668034,"Z019E0127",250179112
"Z019E0128:250026006",0.0818523,"Z019E0128",250026006
"Z019E0129:250026009",0.0733888,"Z019E0129",250026009
"Z019E0130:250025987",0.0738488,"Z019E0130",250025987
"Z019E0131:250025998",0.070528,"Z019E0131",250025998
"Z019E0132:250042597",0.0696981,"Z019E0132",250042597
"Z019E0133:250026031",0.0670811,"Z019E0133",250026031
"Z019E0134:250026043",0.0701973,"Z019E0134",250026043
"Z019E0135:250026055",0.0509924,"Z019E0135",250026055
"Z019E0136:250025970",0.0659321,"Z019E0136",250025970
"Z019E0137:250026010",0.0572354,"Z019E0137",250026010
"Z019E0138:250025988",0.0743639,"Z019E0138",250025988
"Z019E0139:250026014",0.057547,"Z019E0139",250026014
"Z019E0140:250026020",0.0905205,"Z019E0140",250026020
"Z019E0141:250026032",0.0707495,"Z019E0141",250026032
"Z019E0142:250026044",0.0685618,"Z019E0142",250026044
"Z019E0143:250026056",0.0465873,"Z019E0143",250026056
"Z019E0144:250028431",0.0681527,"Z019E0144",250028431
"Z019E0145:250026011",0.0761287,"Z019E0145",250026011
"Z019E0146:250025989",0.0670133,"Z019E0146",250025989
"Z019E0147:250025999",0.194068,"Z019E0147",250025999
"Z019E0147:250179113",0.0666709,"Z019E0147",250179113
"Z019E0148:250026021",0.0625319,"Z019E0148",250026021
"Z019E0149:250026033",0.0762644,"Z019E0149",250026033
"Z019E0150:250026045",0.0636745,"Z019E0150",250026045
"Z019E0151:250026057",0.0687918,"Z019E0151",250026057
"Z019E0152:250025971",0.0709308,"Z019E0152",250025971
"Z019E0153:250025979",0.0638144,"Z019E0153",250025979
"Z019E0154:250025990",0.0756973,"Z019E0154",250025990
"Z019E0155:250026000",0.0586504,"Z019E0155",250026000
"Z019E0156:250028443",0.0762421,"Z019E0156",250028443
"Z019E0156:250179114",0.0828307,"Z019E0156",250179114
"Z019E0157:250026034",0.0828921,"Z019E0157",250026034
"Z019E0158:250026046",0.0797579,"Z019E0158",250026046
"Z019E0159:250026058",0.0623623,"Z019E0159",250026058
"Z019E0160:250026008",0.074259,"Z019E0160",250026008
"Z019E0161:250025980",0.0772787,"Z019E0161",250025980
"Z019E0162:250025991",0.0571866,"Z019E0162",250025991
"Z019E0163:250026001",0.0804596,"Z019E0163",250026001
"Z019E0164:250026023",0.0566376,"Z019E0164",250026023
"Z019E0165:250026035",0.0782517,"Z019E0165",250026035
"Z019E0166:250026047",0.0606876,"Z019E0166",250026047
"Z019E0167:250026059",0.0742484,"Z019E0167",250026059
"Z019E0168:250028455",0.0620422,"Z019E0168",250028455
"Z019E0169:250025981",0.0667144,"Z019E0169",250025981
"Z019E0170:250025992",0.058361,"Z019E0170",250025992
"Z019E0171:250026002",0.0652177,"Z019E0171",250026002
"Z019E0171:250179115",0.0630661,"Z019E0171",250179115
"Z019E0172:250026024",0.0524551,"Z019E0172",250026024
"Z019E0173:250026036",0.0913886,"Z019E0173",250026036
"Z019E0174:250026048",0.0762803,"Z019E0174",250026048
"Z019E0175:250026060",0.0694214,"Z019E0175",250026060
"Z019E0176:250025973",0.0782072,"Z019E0176",250025973
"Z019E0177:250025982",0.0684325,"Z019E0177",250025982
"Z019E0178:250025993",0.0580314,"Z019E0178",250025993
"Z019E0179:250026003",0.056946,"Z019E0179",250026003
"Z019E0180:250026025",0.064214,"Z019E0180",250026025
"Z019E0180:250179116",0.0733358,"Z019E0180",250179116
"Z019E0181:250026037",0.0735732,"Z019E0181",250026037
"Z019E0182:250026049",0.0739463,"Z019E0182",250026049
"Z019E0183:250026061",0.0915179,"Z019E0183",250026061
"Z019E0184:250025983",0.0882819,"Z019E0184",250025983
"Z019E0185:250025994",0.0890313,"Z019E0185",250025994
"Z019E0186:250026004",0.0782719,"Z019E0186",250026004
"Z019E0187:250026026",0.0747476,"Z019E0187",250026026
"Z019E0188:250026038",0.07509,"Z019E0188",250026038
"Z019E0189:250026050",0.0718179,"Z019E0189",250026050
"Z019E0190:250026062",0.0795586,"Z019E0190",250026062
"Z019E0191:250028467",0.0724762,"Z019E0191",250028467
"Z019E0192:250028419",0.058467,"Z019E0192",250028419
"Z019E0193:250028219",0.0783482,"Z019E0193",250028219
"Z019E0194:250028132",0.0620867,"Z019E0194",250028132
"Z019E0195:250028141",0.0630544,"Z019E0195",250028141
"Z019E0196:250028152",0.069891,"Z019E0196",250028152
"Z019E0197:250028162",0.0638992,"Z019E0197",250028162
"Z019E0198:250028184",0.0810637,"Z019E0198",250028184
"Z019E0199:250028196",0.05371,"Z019E0199",250028196
"Z019E0200:250028208",0.0772522,"Z019E0200",250028208
"Z019E0209:250028220",0.0802147,"Z019E0209",250028220
"Z019E0226:250028142",0.0729871,"Z019E0226",250028142
"Z019E0263:250042598",0.0741519,"Z019E0263",250042598
"Z020E0001:250026102",0.071553,"Z020E0001",250026102
"Z020E0002:250026139",0.0689243,"Z020E0002",250026139
"Z020E0003:250026122",0.192203,"Z020E0003",250026122
"Z020E0004:250026142",0.0733517,"Z020E0004",250026142
"Z020E0005:250028422",0.0829579,"Z020E0005",250028422
"Z020E0006:250026166",0.078008,"Z020E0006",250026166
"Z020E0007:250026178",0.0725186,"Z020E0007",250026178
"Z020E0008:250026095",0.0905671,"Z020E0008",250026095
"Z020E0008:250179117",0.125877,"Z020E0008",250179117
"Z020E0009:250026103",0.0834613,"Z020E0009",250026103
"Z020E0010:250026111",0.0744529,"Z020E0010",250026111
"Z020E0011:250026123",0.0844555,"Z020E0011",250026123
"Z020E0012:250026143",0.0661727,"Z020E0012",250026143
"Z020E0013:250026155",0.0680986,"Z020E0013",250026155
"Z020E0014:250026167",0.0860953,"Z020E0014",250026167
"Z020E0015:250026179",0.06577,"Z020E0015",250026179
"Z020E0016:250026096",0.0743787,"Z020E0016",250026096
"Z020E0017:250026104",0.0650757,"Z020E0017",250026104
"Z020E0018:250026112",0.0792311,"Z020E0018",250026112
"Z020E0019:250026124",0.0758012,"Z020E0019",250026124
"Z020E0019:250179118",0.0875071,"Z020E0019",250179118
"Z020E0020:250026144",0.0637232,"Z020E0020",250026144
"Z020E0021:250026156",0.0635441,"Z020E0021",250026156
"Z020E0022:250026168",0.080325,"Z020E0022",250026168
"Z020E0023:250026180",0.0740385,"Z020E0023",250026180
"Z020E0024:250026132",0.0716484,"Z020E0024",250026132
"Z020E0025:250026105",0.0686116,"Z020E0025",250026105
"Z020E0026:250026113",0.0711375,"Z020E0026",250026113
"Z020E0027:250026140",0.0617072,"Z020E0027",250026140
"Z020E0028:250026145",0.0693366,"Z020E0028",250026145
"Z020E0029:250026157",0.0944338,"Z020E0029",250026157
"Z020E0030:250026169",0.0836616,"Z020E0030",250026169
"Z020E0031:250026181",0.0878092,"Z020E0031",250026181
"Z020E0032:250026133",0.0763937,"Z020E0032",250026133
"Z020E0033:250026136",0.0699313,"Z020E0033",250026136
"Z020E0034:250026114",0.0684686,"Z020E0034",250026114
"Z020E0035:250026125",0.0871149,"Z020E0035",250026125
"Z020E0035:250179119",0.0726585,"Z020E0035",250179119
"Z020E0036:250026146",0.0837687,"Z020E0036",250026146
"Z020E0037:250026158",0.0835016,"Z020E0037",250026158
"Z020E0038:250026170",0.0688162,"Z020E0038",250026170
"Z020E0039:250026182",0.0660561,"Z020E0039",250026182
"Z020E0040:250026097",0.0810627,"Z020E0040",250026097
"Z020E0041:250026137",0.0898411,"Z020E0041",250026137
"Z020E0042:250026115",0.0643327,"Z020E0042",250026115
"Z020E0043:250026141",0.0618768,"Z020E0043",250026141
"Z020E0044:250026147",0.0740438,"Z020E0044",250026147
"Z020E0045:250026159",0.0844375,"Z020E0045",250026159
"Z020E0046:250026171",0.0866422,"Z020E0046",250026171
"Z020E0047:250026183",0.0919419,"Z020E0047",250026183
"Z020E0048:250026134",0.0734386,"Z020E0048",250026134
"Z020E0049:250026138",0.171527,"Z020E0049",250026138
"Z020E0049:250179120",0.0935371,"Z020E0049",250179120
"Z020E0050:250026116",0.0880339,"Z020E0050",250026116
"Z020E0052:250026126",0.0777748,"Z020E0052",250026126
"Z020E0053:250026148",0.067681,"Z020E0053",250026148
"Z020E0054:250026160",0.0830119,"Z020E0054",250026160
"Z020E0055:250026172",0.0784701,"Z020E0055",250026172
"Z020E0056:250026184",0.0837083,"Z020E0056",250026184
"Z020E0056:250179121",0.108198,"Z020E0056",250179121
"Z020E0057:250026098",0.0879448,"Z020E0057",250026098
"Z020E0057:250179122",0.0715116,"Z020E0057",250179122
"Z020E0058:250026106",0.0651393,"Z020E0058",250026106
"Z020E0059:250026117",0.0866178,"Z020E0059",250026117
"Z020E0059:250179123",0.0886592,"Z020E0059",250179123
"Z020E0060:250026127",0.0883063,"Z020E0060",250026127
"Z020E0061:250026149",0.0725249,"Z020E0061",250026149
"Z020E0062:250026161",0.0715699,"Z020E0062",250026161
"Z020E0063:250026173",0.0534853,"Z020E0063",250026173
"Z020E0064:250026185",0.0915062,"Z020E0064",250026185
"Z020E0064:250028400",0.0925757,"Z020E0064",250028400
"Z020E0065:250026135",0.0692306,"Z020E0065",250026135
"Z020E0066:250026107",0.0742304,"Z020E0066",250026107
"Z020E0067:250026118",0.0718572,"Z020E0067",250026118
"Z020E0068:250026128",0.0838864,"Z020E0068",250026128
"Z020E0069:250026150",0.0768643,"Z020E0069",250026150
"Z020E0070:250026162",0.0888013,"Z020E0070",250026162
"Z020E0071:250026174",0.0632622,"Z020E0071",250026174
"Z020E0073:250028411",0.0761764,"Z020E0073",250028411
"Z020E0074:250026099",0.0922726,"Z020E0074",250026099
"Z020E0075:250026108",0.0753316,"Z020E0075",250026108
"Z020E0076:250026119",0.0636141,"Z020E0076",250026119
"Z020E0077:250026129",0.0689911,"Z020E0077",250026129
