Year,Tier,Range,Pass,Gen,plate,Grp,Switch,New_Block_Pass,New_Block_Range,GRIN.pedigree,Source
2017,3,15,80,1323,11,New_Lines,1,5,5,R84,NSL 30877
2017,3,15,61,856,11,New_Lines,1,3,5,NC262B,Ames 28413
2017,3,7,54,1515,11,New_Lines,1,2,2,B94,PI 539872
2017,3,8,55,1534,11,New_Lines,1,2,3,Mp712,PI 596629
2017,3,7,47,1510,11,New_Lines,1,1,2,T IEH 84,PI 391663
2017,3,15,70,1176,11,New_Lines,1,4,5,AD Sg1501,Ames 29022
2017,3,8,46,1640,11,New_Lines,1,1,3,N515,PI 594064
2017,3,15,47,1695,11,New_Lines,1,1,5,H88,Ames 26795
2017,3,15,60,1196,11,New_Lines,1,2,5,CI 91B Goodman-Buckler,Ames 28365
2017,3,8,78,1031,11,New_Lines,1,5,3,B75,PI 608774
2017,3,15,63,1062,11,New_Lines,1,3,5,NC288,Ames 28425
2017,3,7,51,1000,11,New_Lines,1,1,2,NC254,PI 511310
2017,3,15,65,1095,11,New_Lines,1,3,5,Mo512AW,Ames 28946
2017,3,15,57,1788,11,New_Lines,1,2,5,NC312,Ames 27152
2017,3,15,55,1162,11,New_Lines,1,2,5,NC290A,Ames 27141
2017,3,16,46,1634,11,New_Lines,1,1,5,Mo313ae,NSL 67798
2017,3,7,50,1091,11,New_Lines,1,1,2,4581 INBRED,PI 415088
2017,3,7,58,1126,11,New_Lines,1,2,2,LH191,PI 539925
2017,3,15,53,1267,11,New_Lines,1,2,5,CML 220,Ames 27087
2017,3,8,68,1236,11,New_Lines,1,3,3,PHR32,PI 601571
2017,3,8,79,1171,11,New_Lines,1,5,3,Hi60,PI 641242
2017,3,15,54,1057,11,New_Lines,1,2,5,N6,Ames 27137
2017,3,8,45,1115,11,New_Lines,1,1,3,N512,PI 594061
2017,3,7,45,1729,11,New_Lines,1,1,2,IA DS 53,PI 340876
2017,3,15,84,1077,11,New_Lines,1,5,5,B14,NSL 65866
2017,3,16,49,901,11,New_Lines,1,1,5,SG 18,NSL 75979
2017,3,8,53,1015,11,New_Lines,1,2,3,N215,PI 595367
2017,3,15,76,1069,11,New_Lines,1,4,5,CI 82A,CIze 82
2017,3,16,54,1226,11,New_Lines,1,2,5,AusTRCF 306240,NSL 437935
2017,3,8,54,1263,11,New_Lines,1,2,3,OC19,PI 596506
2017,3,15,78,1424,11,New_Lines,1,5,5,J47,NSL 22984
2017,3,8,71,1476,11,New_Lines,1,4,3,WIL900,PI 601684
2017,3,16,50,980,11,New_Lines,1,1,5,A657,NSL 81598
2017,3,15,45,1187,11,New_Lines,1,1,5,H49,Ames 26787
2017,3,8,65,1024,11,New_Lines,1,3,3,740,PI 601489
2017,3,16,45,1079,11,New_Lines,1,1,5,Mo307ae,NSL 67792
2017,3,15,74,1514,11,New_Lines,1,4,5,CI 38B,CIze 38
2017,3,15,59,1302,11,New_Lines,1,2,5,Va85,Ames 27193
2017,3,15,73,1481,11,New_Lines,1,4,5,NC89,Ames 30864
2017,3,8,50,845,11,New_Lines,1,1,3,N534,PI 594080
2017,3,16,52,1111,11,New_Lines,1,1,5,AusTRCF 306236,NSL 437931
2017,3,15,72,1315,11,New_Lines,1,4,5,AD Sg1501-3,Ames 29025
2017,3,8,73,1060,11,New_Lines,1,4,3,PHK35,PI 601777
2017,3,8,70,1379,11,New_Lines,1,4,3,PHW52,PI 601575
2017,3,15,51,1160,11,New_Lines,1,1,5,H122w,Ames 26805
2017,3,8,57,1124,11,New_Lines,1,2,3,B109,PI 597927
2017,3,16,53,1332,11,New_Lines,1,2,5,AusTRCF 306238,NSL 437933
2017,3,16,47,1299,11,New_Lines,1,1,5,IA DS 61,NSL 75976
2017,3,15,81,1324,11,New_Lines,1,5,5,R134,NSL 30884
2017,3,15,64,1307,11,New_Lines,1,3,5,Mo501W,Ames 28940
2017,3,15,58,1671,11,New_Lines,1,2,5,NC316,Ames 27154
2017,3,8,67,1058,11,New_Lines,1,3,3,W8304,PI 601502
2017,3,15,69,1283,11,New_Lines,1,4,5,AD SA1,Ames 29001
2017,3,15,62,1170,12,New_Lines,1,3,5,NC278,Ames 28419
2017,3,8,61,953,12,New_Lines,1,3,3,PHR36,PI 601361
2017,3,8,72,960,12,New_Lines,1,4,3,PHJ70,PI 601775
2017,3,7,55,1,12,Check,0,2,2,B73,14SJMY:Breed:0001
2017,3,15,79,1318,12,New_Lines,1,5,5,R220,NSL 29316
2017,3,15,77,1627,12,New_Lines,1,5,5,K11,NSL 22631
2017,3,8,56,1018,12,New_Lines,1,2,3,B108,PI 597926
2017,3,15,46,1159,12,New_Lines,1,1,5,H73,Ames 26794
2017,3,15,75,1622,12,New_Lines,1,4,5,CI45,CIze 45
2017,3,16,48,1330,12,New_Lines,1,1,5,IA DS 62,NSL 75977
2017,3,15,56,1193,12,New_Lines,1,2,5,NC308,Ames 27150
2017,3,9,60,1293,12,New_Lines,1,2,3,WXK44,Ames 26750
2017,3,9,61,534,12,New_Lines,1,3,3,WXOs420,Ames 26756
2017,3,9,56,950,12,New_Lines,1,2,3,CI 40H,Ames 26128
2017,3,9,62,1465,12,New_Lines,1,3,3,A632 sh2/sh2,Ames 26761
2017,3,9,67,956,12,New_Lines,1,3,3,H121,Ames 26804
2017,3,9,52,769,12,New_Lines,1,1,3,A628,Ames 23464
2017,3,9,68,350,12,New_Lines,1,3,3,CO256,Ames 27051
2017,3,9,55,844,12,New_Lines,1,2,3,MS221,Ames 24746
2017,3,10,45,858,12,New_Lines,1,1,3,NC284,Ames 28423
2017,3,9,74,1087,12,New_Lines,1,4,3,NC330,Ames 27161
2017,3,9,83,1580,12,New_Lines,1,5,3,NC280,Ames 28421
2017,3,10,47,1276,12,New_Lines,1,1,3,Mo39,Ames 28937
2017,3,9,66,570,12,New_Lines,1,3,3,H108,Ames 26801
2017,3,9,77,1473,12,New_Lines,1,5,3,Il779a,Ames 27447
2017,3,8,80,1066,12,New_Lines,1,5,3,58612 Inbred B73,PI 648426
2017,3,9,63,1082,12,New_Lines,1,3,3,Mo17 +/su,Ames 26764
2017,3,9,50,1548,12,New_Lines,1,1,3,N28,Ames 19321
2017,3,10,46,1063,12,New_Lines,1,1,3,NC290,Ames 28426
2017,3,8,82,1068,12,New_Lines,1,5,3,58614 B73 (Meth) Bc5S4,PI 648428
2017,3,9,76,4,12,New_Lines,1,4,3,SA24,Ames 27188
2017,3,9,84,857,12,New_Lines,1,5,3,NC282,Ames 28422
2017,3,9,80,1167,12,New_Lines,1,5,3,NC262A,Ames 28412
2017,3,8,84,1738,12,New_Lines,1,5,3,Yong 28 (br2),Ames 2334
2017,3,8,76,1384,12,New_Lines,1,4,3,PHW43,PI 601792
2017,3,9,70,1572,12,New_Lines,1,4,3,NC306,Ames 27149
2017,3,9,48,1041,12,New_Lines,1,1,3,Va52,Ames 19014
2017,3,9,51,1458,12,New_Lines,1,1,3,H119,Ames 22752
2017,3,9,82,1579,12,New_Lines,1,5,3,NC278A,Ames 28420
2017,3,9,71,1194,12,New_Lines,1,4,3,NC310,Ames 27151
2017,3,9,64,1590,12,New_Lines,1,3,3,H29w,Ames 26781
2017,3,9,45,101,12,New_Lines,1,1,3,38-11R PARENT HB 19 INB,Ames 2523
2017,3,9,78,1273,12,New_Lines,1,5,3,Mo401,Ames 28360
2017,3,9,59,1049,12,New_Lines,1,2,3,WXHy,Ames 26746
2017,3,9,81,1169,12,New_Lines,1,5,3,NC276,Ames 28418
2017,3,9,58,1048,12,New_Lines,1,2,3,WXB6,Ames 26745
2017,3,9,73,989,12,New_Lines,1,4,3,NC328,Ames 27160
2017,3,9,57,1262,12,New_Lines,1,2,3,WX33-16,Ames 26742
2017,3,8,81,1067,12,New_Lines,1,5,3,58613 B73 (Meth) Bc5S4,PI 648427
2017,3,9,79,761,12,New_Lines,1,5,3,Mo402,Ames 28361
2017,3,9,54,744,12,New_Lines,1,2,3,MS78,Ames 24718
2017,3,9,47,1576,12,New_Lines,1,1,3,Va14A,Ames 14114
2017,3,9,65,1,12,Check,0,3,3,B73,14SJMY:Breed:0001
2017,3,9,53,1399,12,New_Lines,1,2,3,IDS91,Ames 24577
2017,3,9,75,1090,12,New_Lines,1,4,3,NC372,Ames 27182
2017,3,9,69,1410,12,New_Lines,1,4,3,NC294,Ames 27143
2017,3,9,72,1300,12,New_Lines,1,4,3,NC326,Ames 27159
2017,3,9,49,867,12,New_Lines,1,1,3,B37 TRf,Ames 19283
2017,3,9,46,1456,12,New_Lines,1,1,3,89S4117,Ames 12818
2017,4,7,105,1808,12,New_Lines,1,3,2,SC 359,NSL 53095
2017,4,8,107,1682,12,New_Lines,1,3,3,AusTRCF 305821,NSL 437895
2017,4,8,108,1225,12,New_Lines,1,3,3,AusTRCF 305841,NSL 437915
2017,4,7,91,1759,12,New_Lines,1,1,2,T272,PI 633924
2017,4,7,93,633,12,New_Lines,1,1,2,Florida 32,PI 644100
2017,4,7,110,1438,12,New_Lines,1,3,2,AusTRCF 306242,NSL 437937
2017,4,7,98,1697,12,New_Lines,1,2,2,M37W,Ames 27133
2017,4,8,95,1762,12,New_Lines,1,1,3,NC350,Ames 27171
2017,4,8,94,1760,12,New_Lines,1,1,3,NC340,Ames 27166
2017,4,8,102,1678,12,New_Lines,1,2,3,CI 88A,CIze 88
2017,4,7,120,1137,12,New_Lines,1,4,2,B77,PI 608765
2017,4,7,97,1464,12,New_Lines,1,2,2,WXK64,Ames 26752
2017,4,8,101,1806,12,New_Lines,1,2,3,CI 64,CIze 64
2017,4,7,118,704,12,New_Lines,1,4,2,89291,PI 550909
2017,4,7,107,1791,12,New_Lines,1,3,2,AusTRCF 305816,NSL 437890
2017,4,8,92,1754,12,New_Lines,1,1,3,I137TN,Ames 27116
2017,4,8,89,1663,12,New_Lines,1,1,3,CI 70,Ames 26131
2017,4,8,91,1696,12,New_Lines,1,1,3,CML 103,Ames 27081
2017,4,8,99,1478,12,New_Lines,1,2,3,AD SA15,Ames 29015
2017,4,7,95,1745,12,New_Lines,1,1,2,Ab28A,Ames 18999
2017,4,7,100,1274,12,New_Lines,1,2,2,NC266B,Ames 28415
2017,4,7,119,532,12,New_Lines,1,4,2,BO46W,PI 591022
2017,4,7,103,1776,12,New_Lines,1,2,2,MR19 (Santo Domingo),Ames 30533
2017,4,7,114,1529,12,New_Lines,1,4,2,AusTRCF 306356,NSL 438042
2017,4,7,89,1673,12,New_Lines,1,1,2,PHN47,PI 601569
2017,4,7,116,1314,12,New_Lines,1,4,2,E683-1-2-1(S5) INBRED,PI 221789
2017,4,8,98,1801,12,New_Lines,1,2,3,Mo33W,Ames 28933
2017,4,7,104,1785,12,New_Lines,1,2,2,SC 357,NSL 53094
2017,4,8,109,987,12,New_Lines,1,3,3,AusTRCF 306297,NSL 437983
2017,4,7,112,1113,12,New_Lines,1,3,2,AusTRCF 306285,NSL 437971
2017,4,8,103,1626,12,New_Lines,1,2,3,CI 317B,CIze 317
2017,4,7,101,1504,12,New_Lines,1,2,2,CI 43,Ames 28952
2017,4,8,93,1755,12,New_Lines,1,1,3,L578,Ames 27132
2017,4,8,96,1794,12,New_Lines,1,1,3,NC370,Ames 27181
2017,4,7,106,1810,12,New_Lines,1,3,2,SC 357,NSL 68252
2017,4,7,108,1437,12,New_Lines,1,3,2,AusTRCF 306068,NSL 437928
2017,4,7,96,1747,13,New_Lines,1,1,2,Tx29A,Ames 22759
2017,4,7,99,1795,13,New_Lines,1,2,2,T234,Ames 27190
2017,4,7,102,1774,13,New_Lines,1,2,2,GE 440,Ames 29451
2017,4,7,109,1,13,Check,0,3,2,B73,14SJMY:Breed:0001
2017,4,8,100,1621,13,New_Lines,1,2,3,CI7,CIze 7
2017,4,7,92,1675,13,New_Lines,1,1,2,TZSTRI113,PI 639937
2017,4,7,90,1477,13,New_Lines,1,1,2,PHJ31,PI 601773
2017,4,8,105,1713,13,New_Lines,1,3,3,Mo303ae,NSL 67788
2017,4,7,121,1541,13,New_Lines,1,5,2,S330,Ames 2341
2017,4,7,117,1207,13,New_Lines,1,4,2,R-PAH-1 IN.FR.TOM-THUMB,PI 340869
2017,4,8,106,1601,13,New_Lines,1,3,3,Mo308ae,NSL 67793
2017,4,7,94,1771,13,New_Lines,1,1,2,SC102,Ames 10273
2017,3,10,61,1070,13,New_Lines,1,3,3,K150,NSL 22630
2017,3,10,64,1183,13,New_Lines,1,3,3,R2,NSL 30865
2017,3,10,62,1211,13,New_Lines,1,3,3,C102,NSL 22983
2017,3,10,84,1412,13,New_Lines,1,5,3,AusTRCF 306302,NSL 437988
2017,3,10,49,1282,13,New_Lines,1,1,3,AD 363-2,Ames 28993
2017,3,11,81,197,13,New_Lines,1,5,4,PHR30,PI 559946
2017,3,11,76,1329,13,New_Lines,1,4,4,B46,PI 550469
2017,3,10,69,1005,13,New_Lines,1,4,3,R181,NSL 30895
2017,3,10,56,1415,13,New_Lines,1,2,3,AD Sg1501-1,Ames 29023
2017,3,10,66,1004,13,New_Lines,1,3,3,R75,NSL 30874
2017,3,11,80,587,13,New_Lines,1,5,4,ICI 893,PI 559383
2017,3,10,74,1603,13,New_Lines,1,4,3,Mo312ae,NSL 67797
2017,3,10,48,1505,13,New_Lines,1,1,3,CI 92,Ames 28953
2017,3,10,54,1284,13,New_Lines,1,2,3,AD SA16,Ames 29016
2017,3,10,63,658,13,New_Lines,1,3,3,R216,NSL 29303
2017,3,10,72,558,13,New_Lines,1,4,3,ND408,NSL 32734
2017,3,10,73,979,13,New_Lines,1,4,3,I 205,NSL 65871
2017,3,10,50,996,13,New_Lines,1,1,3,AD 347 DS-2,Ames 28997
2017,3,10,76,667,13,New_Lines,1,4,3,A660,NSL 81600
2017,3,10,80,1224,13,New_Lines,1,5,3,AusTRCF 305840,NSL 437914
2017,3,11,75,890,13,New_Lines,1,4,4,Mo20W,PI 550442
2017,3,10,51,997,13,New_Lines,1,1,3,AD 448 DS,Ames 28998
2017,3,10,78,494,13,New_Lines,1,5,3,792,NSL 243016
2017,3,10,67,1216,13,New_Lines,1,3,3,R78,NSL 30876
2017,3,10,59,1389,13,New_Lines,1,2,3,CI 29B,CIze 29
2017,3,10,58,1416,13,New_Lines,1,2,3,AD Sg1501-6,Ames 29028
2017,3,11,78,1110,13,New_Lines,1,5,4,LH214,PI 555660
2017,3,10,65,1103,13,New_Lines,1,3,3,M14,NSL 30867
2017,3,10,71,1326,13,New_Lines,1,4,3,R907,NSL 30908
2017,3,10,75,1432,13,New_Lines,1,4,3,SG 30A,NSL 75980
2017,3,10,70,1106,13,New_Lines,1,4,3,R906,NSL 30907
2017,3,11,72,689,13,New_Lines,1,4,4,PHN34,PI 543843
2017,3,10,79,1683,13,New_Lines,1,5,3,AusTRCF 305839,NSL 437913
2017,3,10,57,1480,13,New_Lines,1,2,3,AD Sg1501-5,Ames 29027
2017,3,11,82,1222,13,New_Lines,1,5,4,Pa759,PI 560074
2017,3,10,68,1105,13,New_Lines,1,3,3,R168,NSL 30891
2017,3,10,53,1204,13,New_Lines,1,2,3,AD SA9,Ames 29009
2017,3,10,77,1403,13,New_Lines,1,5,3,INB 101LFY/LFY (A632 X M16 S5),NSL 174429
2017,3,11,83,1008,13,New_Lines,1,5,4,H125,PI 583847
2017,3,10,81,872,13,New_Lines,1,5,3,AusTRCF 306235,NSL 437930
2017,3,11,79,829,13,New_Lines,1,5,4,Mo17,PI 558532
2017,3,10,52,1096,13,New_Lines,1,1,3,AD 440 DS-2,Ames 29000
2017,3,11,77,1136,13,New_Lines,1,5,4,LH215,PI 552815
2017,3,11,74,287,13,New_Lines,1,4,4,BCC03,PI 544065
2017,3,10,60,1,13,Check,0,2,3,B73,14SJMY:Breed:0001
2017,3,11,84,1470,13,New_Lines,1,5,4,B99,PI 584528
2017,3,11,73,1327,13,New_Lines,1,4,4,PHW51,PI 543849
2017,3,10,55,488,13,New_Lines,1,2,3,AD SA19,Ames 29019
2017,2,11,9,538,13,New_Lines,1,2,4,PHG72,PI 601319
2017,2,10,38,289,13,New_Lines,1,5,3,PHJ89,PI 548798
2017,2,11,6,93,13,New_Lines,1,1,4,LH145,PI 600959
2017,2,10,34,572,13,New_Lines,1,5,3,NIU 11,PI 391670
2017,2,11,31,333,13,New_Lines,1,4,4,A625,Ames 23461
2017,2,11,13,297,13,New_Lines,1,2,4,LH61,PI 601416
2017,2,10,32,370,13,New_Lines,1,4,3,T8146 INBRED,PI 267168
2017,2,10,35,380,13,New_Lines,1,5,3,HUA 94 INBRED,PI 405707
2017,2,10,39,386,13,New_Lines,1,5,3,ND247,PI 550503
2017,2,10,29,389,13,New_Lines,1,4,3,SD15,NSL 34374
2017,2,11,12,434,13,New_Lines,1,2,4,LH146Ht,PI 601402
2017,2,11,20,310,13,New_Lines,1,3,4,P39M96,Ames 22048
2017,2,11,29,326,13,New_Lines,1,4,4,A375,Ames 23428
2017,2,11,30,328,13,New_Lines,1,4,4,A449,Ames 23436
2017,2,11,21,311,13,New_Lines,1,3,4,P51,Ames 22049
2017,2,11,3,805,13,New_Lines,1,1,4,A554,PI 587138
2017,2,11,4,428,13,New_Lines,1,1,4,A679,PI 587142
2017,2,11,24,256,13,New_Lines,1,3,4,W 6786,Ames 22066
2017,2,11,26,451,13,New_Lines,1,4,4,Pa405,Ames 22757
2017,2,11,37,340,13,New_Lines,1,5,4,Oh51A,Ames 23922
2017,2,10,30,363,13,New_Lines,1,4,3,B8,NSL 65864
2017,2,10,31,162,13,New_Lines,1,4,3,42,PI 233312
2017,2,10,40,391,13,New_Lines,1,5,3,N194,PI 550568
2017,2,11,19,974,13,New_Lines,1,3,4,Ia 5145,Ames 22031
2017,2,10,37,1248,13,New_Lines,1,5,3,PHW86,PI 543850
2017,2,11,11,539,13,New_Lines,1,2,4,794,PI 601377
2017,2,11,27,319,13,New_Lines,1,4,4,A203,Ames 23400
2017,2,11,39,375,13,New_Lines,1,5,4,MS142,Ames 24733
2017,2,10,36,1426,13,New_Lines,1,5,3,M6415,PI 506412
2017,2,11,18,338,13,New_Lines,1,3,4,EAST 028 WHITE COB,Ames 14211
2017,2,11,25,554,13,New_Lines,1,4,4,CH157,Ames 22441
2017,2,11,15,329,13,New_Lines,1,2,4,S8324,PI 601611
2017,2,11,23,255,13,New_Lines,1,3,4,W 5579,Ames 22058
2017,2,11,36,339,13,New_Lines,1,5,4,A667,Ames 23491
2017,2,11,33,664,13,New_Lines,1,5,4,A632HTN,Ames 23469
2017,2,11,7,402,14,New_Lines,1,1,4,207,PI 601005
2017,2,11,38,164,14,New_Lines,1,5,4,MS91,Ames 24723
2017,2,11,40,440,14,New_Lines,1,5,4,A619Ht2,Ames 25220
2017,2,11,17,410,14,New_Lines,1,3,4,L 135,PI 601727
2017,2,11,34,771,14,New_Lines,1,5,4,A635RpRp,Ames 23473
2017,2,11,5,92,14,New_Lines,1,1,4,991,PI 593460
2017,2,11,32,365,14,New_Lines,1,4,4,A631,Ames 23467
2017,2,11,28,352,14,New_Lines,1,4,4,A305,Ames 23417
2017,2,11,35,1075,14,New_Lines,1,5,4,A637,Ames 23475
2017,2,10,33,680,14,New_Lines,1,5,3,STRAIN T35-388-68(A),PI 358539
2017,2,11,14,514,14,New_Lines,1,2,4,PHN11,PI 601497
2017,2,11,16,1,14,Check,0,2,4,B73,14SJMY:Breed:0001
2017,2,11,8,624,14,New_Lines,1,1,4,PHG71,PI 601150
2017,2,13,11,408,14,New_Lines,1,2,4,PHT77,PI 601499
2017,2,14,11,1,14,Check,0,2,5,B73,14SJMY:Breed:0001
2017,2,13,3,622,14,New_Lines,1,1,4,LH39,PI 600944
2017,2,14,1,566,14,New_Lines,1,1,5,B-22 INBR.FR.SUPERGOLD,PI 340857
2017,2,13,23,325,14,New_Lines,1,3,4,A374,Ames 23427
2017,2,13,4,602,14,New_Lines,1,1,4,LH82,PI 601170
2017,2,13,25,670,14,New_Lines,1,4,4,A681,Ames 23504
2017,2,13,14,631,14,New_Lines,1,2,4,PHP02,PI 601570
2017,2,14,16,407,14,New_Lines,1,2,5,PHK42,PI 601495
2017,2,13,7,1052,14,New_Lines,1,1,4,778,PI 601375
2017,2,13,12,545,14,New_Lines,1,2,4,78551S,PI 601562
2017,2,14,12,614,14,New_Lines,1,2,5,ICI 193,PI 559380
2017,2,14,15,610,14,New_Lines,1,2,5,IB02,PI 601457
2017,2,13,17,337,14,New_Lines,1,3,4,North 7,Ames 2328
2017,2,13,2,400,14,New_Lines,1,1,4,OC17,PI 596504
2017,2,14,4,607,14,New_Lines,1,1,5,SD46,PI 524970
2017,2,14,3,574,14,New_Lines,1,1,5,Chi-tan 120,PI 427111
2017,2,14,5,1428,14,New_Lines,1,1,5,LH205,PI 537099
2017,2,13,18,207,14,New_Lines,1,3,4,East 028,Ames 2330
2017,2,14,7,582,14,New_Lines,1,1,5,L 155,PI 550695
2017,2,13,30,679,14,New_Lines,1,4,4,AD 139 DS??,Ames 28976
2017,2,13,9,540,14,New_Lines,1,2,4,IBB15,PI 601458
2017,2,13,21,425,14,New_Lines,1,3,4,A264,Ames 23409
2017,2,13,31,579,14,New_Lines,1,4,4,AD 230 DS,Ames 28979
2017,2,13,15,959,14,New_Lines,1,2,4,1538,PI 601658
2017,2,13,29,446,14,New_Lines,1,4,4,AD 104 DS,Ames 28974
2017,2,14,6,1249,14,New_Lines,1,1,5,Lp215D,PI 547107
2017,2,13,27,541,14,New_Lines,1,4,4,CH732-12,Ames 27019
2017,2,13,19,443,14,New_Lines,1,3,4,Bei 10 = North 10,Ames 2332
2017,2,14,10,1109,14,New_Lines,1,2,5,LH209,PI 554612
2017,2,13,24,1689,14,New_Lines,1,3,4,A624,Ames 23460
2017,2,13,33,653,14,New_Lines,1,5,4,AD 187-2,Ames 28983
2017,2,14,14,603,14,New_Lines,1,2,5,Q381,PI 601190
2017,2,13,6,1051,14,New_Lines,1,1,4,764,PI 601374
2017,2,14,17,613,14,New_Lines,1,3,5,IBB14,PI 601565
2017,2,14,9,526,14,New_Lines,1,2,5,OC4,PI 553057
2017,2,13,5,296,14,New_Lines,1,1,4,4676A,PI 601300
2017,2,14,2,814,14,New_Lines,1,1,5,STRAIN 465A-421-68(B),PI 358530
2017,2,13,8,627,14,New_Lines,1,1,4,LP5,PI 601378
2017,2,13,13,630,14,New_Lines,1,2,4,PHH93,PI 601567
2017,2,13,20,220,14,New_Lines,1,3,4,NJ 116 Wa,Ames 22045
2017,2,13,1,902,14,New_Lines,1,1,4,W117,PI 587153
2017,2,13,32,447,14,New_Lines,1,4,4,AD 157 DS,Ames 28981
2017,2,14,13,1336,14,New_Lines,1,2,5,H105W,PI 587127
2017,2,13,16,335,14,New_Lines,1,2,4,ND300,PI 607527
2017,2,13,22,351,14,New_Lines,1,3,4,A288,Ames 23414
2017,2,13,10,436,14,New_Lines,1,2,4,793,PI 601492
2017,2,13,26,561,14,New_Lines,1,4,4,MS79,Ames 24719
2017,4,9,108,1585,14,New_Lines,1,3,3,Mo31W,Ames 28931
2017,4,8,117,1701,14,New_Lines,1,4,3,Tzi 25,PI 506255
2017,4,9,115,1677,14,New_Lines,1,4,3,CI 86B,CIze 86
2017,4,9,99,1471,14,New_Lines,1,2,3,CML 154Q,Ames 27083
2017,4,8,121,1142,14,New_Lines,1,5,3,B104,PI 594047
2017,4,9,106,21,14,New_Lines,1,3,3,Hi27 Goodman-Buckler,Ames 28291
2017,4,8,118,1631,14,New_Lines,1,4,3,B56,PI 550471
2017,4,9,103,1787,14,New_Lines,1,2,3,NC300,Ames 27146
2017,4,8,114,1690,14,New_Lines,1,4,3,A21-4-1 INBRED (HICKORY KING),PI 221739
2017,4,9,111,1209,14,New_Lines,1,3,3,CI90C Goodman-Buckler,Ames 31534
2017,4,9,118,1784,14,New_Lines,1,4,3,SC 212M,NSL 53086
2017,4,9,114,1488,14,New_Lines,1,4,3,CI 83A,CIze 83
2017,4,9,112,1676,14,New_Lines,1,3,3,CI 44,CIze 44
2017,4,8,120,1665,14,New_Lines,1,4,3,AR250,PI 561526
2017,4,9,98,1500,14,New_Lines,1,2,3,CML 108,Ames 27082
2017,4,8,123,1567,14,New_Lines,1,5,3,SX-6-7 (Tetraploid),PI 601332
2017,4,9,120,1191,14,New_Lines,1,4,3,MP307,NSL 250299
2017,4,8,122,1442,14,New_Lines,1,5,3,CML 300,PI 595569
2017,4,8,127,1740,14,New_Lines,1,5,3,SC90,Ames 10272
2017,4,9,97,1555,14,New_Lines,1,2,3,CI 84B,Ames 26136
2017,4,9,122,1684,14,New_Lines,1,5,3,AusTRCF 306234,NSL 437929
2017,4,9,117,1783,14,New_Lines,1,4,3,Tx441,NSL 43597
2017,4,9,109,1587,14,New_Lines,1,3,3,CML 325,Ames 30855
2017,4,9,110,1619,14,New_Lines,1,3,3,CML 337,Ames 30857
2017,4,8,126,1732,14,New_Lines,1,5,3,TZSTRI114,PI 639938
2017,4,9,128,1530,14,New_Lines,1,5,3,AusTRCF 306357,NSL 438043
2017,4,9,105,990,14,New_Lines,1,3,3,NC334,Ames 27163
2017,4,8,119,740,14,New_Lines,1,4,3,88069,PI 550918
2017,4,9,113,1098,14,New_Lines,1,4,3,CI 81B,CIze 81
2017,4,8,116,1700,14,New_Lines,1,4,3,Tzi 24,PI 506254
2017,4,9,104,1670,14,New_Lines,1,2,3,NC304,Ames 27148
2017,4,8,125,1731,14,New_Lines,1,5,3,TZSTRI112,PI 639936
2017,4,8,111,1719,14,New_Lines,1,3,3,AusTRCF 306352,NSL 438038
2017,4,9,119,1809,14,New_Lines,1,4,3,SC 212M,NSL 68242
2017,4,9,121,1637,15,New_Lines,1,5,3,AusTRCF 305823,NSL 437897
2017,4,9,101,1596,15,New_Lines,1,2,3,CML 333,Ames 27101
2017,4,8,124,1059,15,New_Lines,1,5,3,6M502,PI 601561
2017,4,9,107,1702,15,New_Lines,1,3,3,Mo403,Ames 28362
2017,4,9,124,873,15,New_Lines,1,5,3,AusTRCF 306258,NSL 437947
2017,4,9,102,1786,15,New_Lines,1,2,3,NC296,Ames 27144
2017,4,9,123,1305,15,New_Lines,1,5,3,AusTRCF 306257,NSL 437946
2017,4,9,116,1807,15,New_Lines,1,4,3,CI 89B,CIze 89
2017,4,8,128,1653,15,New_Lines,1,5,3,NC220,Ames 12728
2017,4,9,100,1564,15,New_Lines,1,2,3,CML 323,Ames 27097
2017,4,8,115,1814,15,New_Lines,1,4,3,E697-1-1-1(S5) INBRED,PI 221794
2017,4,9,95,1583,15,New_Lines,1,1,3,Pa91HT2,Ames 25373
2017,4,9,126,1793,15,New_Lines,1,5,3,AusTRCF 306346,NSL 438032
2017,4,9,96,1491,15,New_Lines,1,1,3,CI 32,Ames 26126
2017,3,16,73,1242,15,New_Lines,1,4,5,Pa877,PI 517972
2017,3,16,84,1135,15,New_Lines,1,5,5,DE811,PI 550558
2017,3,17,79,1174,15,New_Lines,1,5,6,Va22B,Ames 19006
2017,3,16,62,908,15,New_Lines,1,3,5,NY 318 (Nevey Yaar),PI 200187
2017,3,17,84,1489,15,New_Lines,1,5,6,CI 28,Ames 26121
2017,3,16,56,1114,15,New_Lines,1,2,5,AusTRCF 306336,NSL 438022
2017,3,17,78,1575,15,New_Lines,1,5,6,NC230,Ames 12731
2017,3,16,69,914,15,New_Lines,1,4,5,A57N,PI 406107
2017,3,17,72,1166,15,New_Lines,1,4,6,N527,PI 604606
2017,3,16,80,1133,15,New_Lines,1,5,5,B37,PI 550467
2017,3,16,60,906,15,New_Lines,1,2,5,INBRED 309,PI 186227
2017,3,16,67,1120,15,New_Lines,1,3,5,BR-28 INBR.FR.YEL.PEARL,PI 340861
2017,3,17,66,1131,15,New_Lines,1,3,6,PHV63,PI 601500
2017,3,16,75,1,15,Check,0,4,5,B73,14SJMY:Breed:0001
